1763886073755,118.66665649414062,31
1763886073775,118.66665649414062,30
1763886073785,118.66665649414062,29
1763886073814,118.66665649414062,29
1763886073975,117.66665649414062,29
1763886073986,117.66665649414062,29
1763886073995,116.66665649414062,29
1763886074003,115.66665649414062,30
1763886074012,115.66665649414062,30
1763886074124,115.66665649414062,29
1763886074149,115.66665649414062,29
1763886074159,116.66665649414062,29
1763886074167,117.66665649414062,29
1763886074171,117.66665649414062,30
1763886074213,117.66665649414062,31
1763886074227,117.66665649414062,31
1763886074232,117.66665649414062,32
1763886074236,117.66665649414062,33
1763886074261,117.66665649414062,33
1763886074269,117.66665649414062,34
1763886074396,117.66665649414062,33
1763886074428,117.66665649414062,33
1763886074543,117.66665649414062,34
1763886074552,117.66665649414062,35
1763886074563,117.66665649414062,35
1763886074569,117.66665649414062,35
1763886074578,116.66665649414062,35
1763886074586,115.66665649414062,35
1763886074664,115.66665649414062,35
1763886074670,115.66665649414062,35
1763886074678,115.66665649414062,34
1763886074689,115.66665649414062,33
1763886090242,780.6666564941406,29
1763886090460,780.6666564941406,29
1763886092823,112.66665649414062,166
1763886092979,112.66665649414062,167
1763886092994,111.66665649414062,168
1763886093002,111.66665649414062,169
1763886093010,110.66665649414062,169
1763886093019,109.66665649414062,169
1763886093027,109.66665649414062,169
1763886093036,108.66665649414062,169
1763886093090,108.66665649414062,169
1763886093094,108.66665649414062,168
1763886093102,108.66665649414062,167
1763886093110,109.66665649414062,165
1763886093119,109.66665649414062,163
1763886093127,111.66665649414062,163
1763886093135,112.66665649414062,161
1763886093144,113.66665649414062,161
1763886093152,115.66665649414062,161
1763886093160,115.66665649414062,160
1763886093209,115.66665649414062,161
1763886093211,115.66665649414062,161
1763886093219,115.66665649414062,163
1763886093228,115.66665649414062,166
1763886093235,115.66665649414062,169
1763886093244,115.66665649414062,170
1763886093252,115.66665649414062,172
1763886093263,115.66665649414062,173
1763886093269,115.66665649414062,173
1763886093331,115.66665649414062,173
1763886093342,115.66665649414062,173
1763886093344,115.66665649414062,172
1763886093352,115.66665649414062,171
1763886093360,115.66665649414062,169
1763886093369,115.66665649414062,167
1763886093378,115.66665649414062,165
1763886093385,115.66665649414062,165
1763886093394,115.66665649414062,164
-1,-1,-1
-1,-1,-1
-1,-1,-1
