pair_subj,pair_emo,subj_i,subj_j,emotion1,emotion2,matched,same_culture,rho
"('P0', 'P25')","('anger', 'anger')",P0,P25,anger,anger,True,False,0.055813730826239
"('P0', 'P25')","('anger', 'disgust')",P0,P25,anger,disgust,False,False,-0.0218599858139058
"('P0', 'P25')","('anger', 'sadness')",P0,P25,anger,sadness,False,False,-0.1833464780411269
"('P0', 'P25')","('anger', 'happiness')",P0,P25,anger,happiness,False,False,0.1208857020208925
"('P0', 'P25')","('anger', 'surprise')",P0,P25,anger,surprise,False,False,-0.009505874919249
"('P0', 'P25')","('disgust', 'neutral')",P0,P25,disgust,neutral,False,False,0.0708925955779788
"('P0', 'P25')","('disgust', 'fear')",P0,P25,disgust,fear,False,False,-0.1689783447826578
"('P0', 'P25')","('disgust', 'anger')",P0,P25,disgust,anger,False,False,0.1254531013081887
"('P0', 'P25')","('disgust', 'disgust')",P0,P25,disgust,disgust,True,False,-0.0646232822678898
"('P0', 'P25')","('disgust', 'sadness')",P0,P25,disgust,sadness,False,False,0.0236436045743353
"('P0', 'P25')","('disgust', 'happiness')",P0,P25,disgust,happiness,False,False,-0.0272947414085214
"('P0', 'P25')","('disgust', 'surprise')",P0,P25,disgust,surprise,False,False,-0.0709933654142789
"('P0', 'P25')","('sadness', 'neutral')",P0,P25,sadness,neutral,False,False,0.0506402243684751
"('P0', 'P25')","('sadness', 'fear')",P0,P25,sadness,fear,False,False,-0.1990006475881489
"('P0', 'P25')","('sadness', 'anger')",P0,P25,sadness,anger,False,False,0.1398313079861995
"('P0', 'P25')","('sadness', 'disgust')",P0,P25,sadness,disgust,False,False,-0.0404624345678626
"('P0', 'P25')","('sadness', 'sadness')",P0,P25,sadness,sadness,True,False,0.0218986051751834
"('P0', 'P25')","('sadness', 'happiness')",P0,P25,sadness,happiness,False,False,-0.0378089292737209
"('P0', 'P25')","('sadness', 'surprise')",P0,P25,sadness,surprise,False,False,-0.0663326976693014
"('P0', 'P25')","('happiness', 'neutral')",P0,P25,happiness,neutral,False,False,0.0621539213575551
"('P0', 'P25')","('happiness', 'fear')",P0,P25,happiness,fear,False,False,-0.3105465468213457
"('P0', 'P25')","('happiness', 'anger')",P0,P25,happiness,anger,False,False,0.1288929802011325
"('P0', 'P25')","('happiness', 'disgust')",P0,P25,happiness,disgust,False,False,-0.0730597473986154
"('P0', 'P25')","('happiness', 'sadness')",P0,P25,happiness,sadness,False,False,-0.0607798616300457
"('P0', 'P25')","('happiness', 'happiness')",P0,P25,happiness,happiness,True,False,0.0459572204961232
"('P0', 'P25')","('happiness', 'surprise')",P0,P25,happiness,surprise,False,False,-0.0387794557256405
"('P0', 'P25')","('surprise', 'neutral')",P0,P25,surprise,neutral,False,False,0.0540220159438396
"('P0', 'P25')","('surprise', 'fear')",P0,P25,surprise,fear,False,False,-0.2922864022100223
"('P0', 'P25')","('surprise', 'anger')",P0,P25,surprise,anger,False,False,0.0799968904216473
"('P0', 'P25')","('surprise', 'disgust')",P0,P25,surprise,disgust,False,False,-0.113826625353921
"('P0', 'P25')","('surprise', 'sadness')",P0,P25,surprise,sadness,False,False,-0.0562711560887058
"('P0', 'P25')","('surprise', 'happiness')",P0,P25,surprise,happiness,False,False,0.0792930542377222
"('P0', 'P25')","('surprise', 'surprise')",P0,P25,surprise,surprise,True,False,-0.0128080193928518
"('P0', 'P26')","('neutral', 'neutral')",P0,P26,neutral,neutral,True,False,-0.0500334019453823
"('P0', 'P26')","('neutral', 'fear')",P0,P26,neutral,fear,False,False,-0.0456886441847112
"('P0', 'P26')","('neutral', 'anger')",P0,P26,neutral,anger,False,False,0.0160771993181843
"('P0', 'P26')","('neutral', 'disgust')",P0,P26,neutral,disgust,False,False,0.0519362688516684
"('P0', 'P26')","('neutral', 'sadness')",P0,P26,neutral,sadness,False,False,-0.0142170897895744
"('P0', 'P26')","('neutral', 'happiness')",P0,P26,neutral,happiness,False,False,0.0273605808780283
"('P0', 'P26')","('neutral', 'surprise')",P0,P26,neutral,surprise,False,False,-0.0391148262135357
"('P0', 'P26')","('fear', 'neutral')",P0,P26,fear,neutral,False,False,-0.0075958936920021
"('P0', 'P26')","('fear', 'fear')",P0,P26,fear,fear,True,False,0.0542224574723601
"('P0', 'P26')","('fear', 'anger')",P0,P26,fear,anger,False,False,0.0436192626935948
"('P0', 'P26')","('fear', 'disgust')",P0,P26,fear,disgust,False,False,0.0025921486748806
"('P0', 'P26')","('fear', 'sadness')",P0,P26,fear,sadness,False,False,-0.046886362127309
"('P0', 'P26')","('fear', 'happiness')",P0,P26,fear,happiness,False,False,0.05008082648426
"('P0', 'P26')","('fear', 'surprise')",P0,P26,fear,surprise,False,False,-0.0152732431214433
"('P0', 'P26')","('anger', 'neutral')",P0,P26,anger,neutral,False,False,-0.0350992395742711
"('P0', 'P26')","('anger', 'fear')",P0,P26,anger,fear,False,False,0.1240800147531891
"('P0', 'P26')","('anger', 'anger')",P0,P26,anger,anger,True,False,0.0729811063057351
"('P0', 'P26')","('anger', 'disgust')",P0,P26,anger,disgust,False,False,0.0387018429280674
"('P0', 'P26')","('anger', 'sadness')",P0,P26,anger,sadness,False,False,-0.09912608539714
"('P0', 'P26')","('anger', 'happiness')",P0,P26,anger,happiness,False,False,0.0910562161854749
"('P0', 'P26')","('anger', 'surprise')",P0,P26,anger,surprise,False,False,0.1230740552039762
"('P0', 'P26')","('disgust', 'neutral')",P0,P26,disgust,neutral,False,False,-0.0027467397467183
"('P0', 'P26')","('disgust', 'fear')",P0,P26,disgust,fear,False,False,-0.0056702646440669
"('P0', 'P26')","('disgust', 'anger')",P0,P26,disgust,anger,False,False,0.0139720076672191
"('P0', 'P26')","('disgust', 'disgust')",P0,P26,disgust,disgust,True,False,0.00209639971749
"('P0', 'P26')","('disgust', 'sadness')",P0,P26,disgust,sadness,False,False,0.0002486819349449
"('P0', 'P26')","('disgust', 'happiness')",P0,P26,disgust,happiness,False,False,0.0044423974734432
"('P0', 'P26')","('disgust', 'surprise')",P0,P26,disgust,surprise,False,False,-0.0723373945121775
"('P0', 'P26')","('sadness', 'neutral')",P0,P26,sadness,neutral,False,False,-0.0452197600803695
"('P0', 'P26')","('sadness', 'fear')",P0,P26,sadness,fear,False,False,0.0928286054026441
"('P0', 'P26')","('sadness', 'anger')",P0,P26,sadness,anger,False,False,0.0429804791030849
"('P0', 'P26')","('sadness', 'disgust')",P0,P26,sadness,disgust,False,False,0.0405574436057248
"('P0', 'P26')","('sadness', 'sadness')",P0,P26,sadness,sadness,True,False,-0.0342128305587369
"('P0', 'P26')","('sadness', 'happiness')",P0,P26,sadness,happiness,False,False,0.043450769159115
"('P0', 'P26')","('sadness', 'surprise')",P0,P26,sadness,surprise,False,False,-0.0108836288182275
"('P0', 'P26')","('happiness', 'neutral')",P0,P26,happiness,neutral,False,False,-0.04218601417003
"('P0', 'P26')","('happiness', 'fear')",P0,P26,happiness,fear,False,False,0.0891187300022172
"('P0', 'P26')","('happiness', 'anger')",P0,P26,happiness,anger,False,False,0.0650636684322183
"('P0', 'P26')","('happiness', 'disgust')",P0,P26,happiness,disgust,False,False,0.0338508375478485
"('P0', 'P26')","('happiness', 'sadness')",P0,P26,happiness,sadness,False,False,-0.095030090909952
"('P0', 'P26')","('happiness', 'happiness')",P0,P26,happiness,happiness,True,False,0.0818569045564385
"('P0', 'P26')","('happiness', 'surprise')",P0,P26,happiness,surprise,False,False,-0.0210075601300829
"('P0', 'P26')","('surprise', 'neutral')",P0,P26,surprise,neutral,False,False,-0.0500417400658712
"('P0', 'P26')","('surprise', 'fear')",P0,P26,surprise,fear,False,False,0.0477771939623919
"('P0', 'P26')","('surprise', 'anger')",P0,P26,surprise,anger,False,False,0.0827202701941082
"('P0', 'P26')","('surprise', 'disgust')",P0,P26,surprise,disgust,False,False,0.0401992766156795
"('P0', 'P26')","('surprise', 'sadness')",P0,P26,surprise,sadness,False,False,-0.1113692811750545
"('P0', 'P26')","('surprise', 'happiness')",P0,P26,surprise,happiness,False,False,0.1069511668493133
"('P0', 'P26')","('surprise', 'surprise')",P0,P26,surprise,surprise,True,False,0.0164406113531327
"('P0', 'P27')","('neutral', 'neutral')",P0,P27,neutral,neutral,True,False,0.0705098997263973
"('P0', 'P27')","('neutral', 'fear')",P0,P27,neutral,fear,False,False,-0.012228424156656
"('P0', 'P27')","('neutral', 'anger')",P0,P27,neutral,anger,False,False,0.1299147352378241
"('P0', 'P27')","('neutral', 'disgust')",P0,P27,neutral,disgust,False,False,-0.0180130284289716
"('P0', 'P27')","('neutral', 'sadness')",P0,P27,neutral,sadness,False,False,0.0893821426163225
"('P0', 'P27')","('neutral', 'happiness')",P0,P27,neutral,happiness,False,False,-0.0485310304678294
"('P0', 'P27')","('neutral', 'surprise')",P0,P27,neutral,surprise,False,False,-0.0292037859445384
"('P0', 'P27')","('fear', 'neutral')",P0,P27,fear,neutral,False,False,-0.0529338805556426
"('P0', 'P27')","('fear', 'fear')",P0,P27,fear,fear,True,False,0.2927224736396837
"('P0', 'P27')","('fear', 'anger')",P0,P27,fear,anger,False,False,-0.0433301269170471
"('P0', 'P27')","('fear', 'disgust')",P0,P27,fear,disgust,False,False,0.0611513425539203
"('P0', 'P27')","('fear', 'sadness')",P0,P27,fear,sadness,False,False,-0.0182329346793036
"('P0', 'P27')","('fear', 'happiness')",P0,P27,fear,happiness,False,False,0.2740251856473871
"('P0', 'P27')","('fear', 'surprise')",P0,P27,fear,surprise,False,False,0.0692933851817233
"('P0', 'P27')","('anger', 'neutral')",P0,P27,anger,neutral,False,False,-0.035643349981055
"('P0', 'P27')","('anger', 'fear')",P0,P27,anger,fear,False,False,0.298713318080018
"('P0', 'P27')","('anger', 'anger')",P0,P27,anger,anger,True,False,0.0210697032047355
"('P0', 'P27')","('anger', 'disgust')",P0,P27,anger,disgust,False,False,0.0215434447873945
"('P0', 'P27')","('anger', 'sadness')",P0,P27,anger,sadness,False,False,-0.0173790762236733
"('P0', 'P27')","('anger', 'happiness')",P0,P27,anger,happiness,False,False,0.262009291759625
"('P0', 'P27')","('anger', 'surprise')",P0,P27,anger,surprise,False,False,0.0867722659652528
"('P0', 'P27')","('disgust', 'neutral')",P0,P27,disgust,neutral,False,False,0.0169759145697997
"('P0', 'P27')","('disgust', 'fear')",P0,P27,disgust,fear,False,False,0.0087149560947178
"('P0', 'P27')","('disgust', 'anger')",P0,P27,disgust,anger,False,False,0.0519889642881765
"('P0', 'P27')","('disgust', 'disgust')",P0,P27,disgust,disgust,True,False,0.0152033688090606
"('P0', 'P27')","('disgust', 'sadness')",P0,P27,disgust,sadness,False,False,0.0513186241140066
"('P0', 'P27')","('disgust', 'happiness')",P0,P27,disgust,happiness,False,False,0.0086005921078042
"('P0', 'P27')","('disgust', 'surprise')",P0,P27,disgust,surprise,False,False,0.014775422653617
"('P0', 'P27')","('sadness', 'neutral')",P0,P27,sadness,neutral,False,False,0.0525594147931362
"('P0', 'P27')","('sadness', 'fear')",P0,P27,sadness,fear,False,False,0.0228543840104003
"('P0', 'P27')","('sadness', 'anger')",P0,P27,sadness,anger,False,False,0.0716936495429338
"('P0', 'P27')","('sadness', 'disgust')",P0,P27,sadness,disgust,False,False,0.0232891835383044
"('P0', 'P27')","('sadness', 'sadness')",P0,P27,sadness,sadness,True,False,0.0487560365123064
"('P0', 'P27')","('sadness', 'happiness')",P0,P27,sadness,happiness,False,False,0.0407103743387254
"('P0', 'P27')","('sadness', 'surprise')",P0,P27,sadness,surprise,False,False,0.0869990397791724
"('P0', 'P27')","('happiness', 'neutral')",P0,P27,happiness,neutral,False,False,-0.0122856349475204
"('P0', 'P27')","('happiness', 'fear')",P0,P27,happiness,fear,False,False,0.0619207619061988
"('P0', 'P27')","('happiness', 'anger')",P0,P27,happiness,anger,False,False,0.0480732840167868
"('P0', 'P27')","('happiness', 'disgust')",P0,P27,happiness,disgust,False,False,-0.0258693775966044
"('P0', 'P27')","('happiness', 'sadness')",P0,P27,happiness,sadness,False,False,-0.0404466800816214
"('P0', 'P27')","('happiness', 'happiness')",P0,P27,happiness,happiness,True,False,0.1141226791611695
"('P0', 'P27')","('happiness', 'surprise')",P0,P27,happiness,surprise,False,False,0.0642053593628987
"('P0', 'P27')","('surprise', 'neutral')",P0,P27,surprise,neutral,False,False,-0.0240979848235206
"('P0', 'P27')","('surprise', 'fear')",P0,P27,surprise,fear,False,False,0.04999327450582
"('P0', 'P27')","('surprise', 'anger')",P0,P27,surprise,anger,False,False,0.01144560895945
"('P0', 'P27')","('surprise', 'disgust')",P0,P27,surprise,disgust,False,False,0.049095672102139
"('P0', 'P27')","('surprise', 'sadness')",P0,P27,surprise,sadness,False,False,-0.042797772727206
"('P0', 'P27')","('surprise', 'happiness')",P0,P27,surprise,happiness,False,False,0.2809643631794196
"('P0', 'P27')","('surprise', 'surprise')",P0,P27,surprise,surprise,True,False,0.0404476785949117
"('P0', 'P28')","('neutral', 'neutral')",P0,P28,neutral,neutral,True,False,0.0334701939781774
"('P0', 'P28')","('neutral', 'fear')",P0,P28,neutral,fear,False,False,0.0928420644858856
"('P0', 'P28')","('neutral', 'anger')",P0,P28,neutral,anger,False,False,0.2853707502042188
"('P0', 'P28')","('neutral', 'disgust')",P0,P28,neutral,disgust,False,False,-0.0601356370195153
"('P0', 'P28')","('neutral', 'sadness')",P0,P28,neutral,sadness,False,False,0.0388587579576762
"('P0', 'P28')","('neutral', 'happiness')",P0,P28,neutral,happiness,False,False,0.0176081632196689
"('P0', 'P28')","('neutral', 'surprise')",P0,P28,neutral,surprise,False,False,-0.2375601149657403
"('P0', 'P28')","('fear', 'neutral')",P0,P28,fear,neutral,False,False,0.1044758224130666
"('P0', 'P28')","('fear', 'fear')",P0,P28,fear,fear,True,False,0.2076936373245544
"('P0', 'P28')","('fear', 'anger')",P0,P28,fear,anger,False,False,0.2500912273358846
"('P0', 'P28')","('fear', 'disgust')",P0,P28,fear,disgust,False,False,0.1304103048593922
"('P0', 'P28')","('fear', 'sadness')",P0,P28,fear,sadness,False,False,-0.0115784459455283
"('P0', 'P28')","('fear', 'happiness')",P0,P28,fear,happiness,False,False,0.3185449636953226
"('P0', 'P28')","('fear', 'surprise')",P0,P28,fear,surprise,False,False,0.0652341415387912
"('P0', 'P28')","('anger', 'neutral')",P0,P28,anger,neutral,False,False,0.1057187501388954
"('P0', 'P28')","('anger', 'fear')",P0,P28,anger,fear,False,False,0.2328763217508669
"('P0', 'P28')","('anger', 'anger')",P0,P28,anger,anger,True,False,0.6313766253342448
"('P0', 'P28')","('anger', 'disgust')",P0,P28,anger,disgust,False,False,-0.0743087837891308
"('P0', 'P28')","('anger', 'sadness')",P0,P28,anger,sadness,False,False,0.2976610715784625
"('P0', 'P28')","('anger', 'happiness')",P0,P28,anger,happiness,False,False,0.2348694154347687
"('P0', 'P28')","('anger', 'surprise')",P0,P28,anger,surprise,False,False,0.1213783489224754
"('P0', 'P28')","('disgust', 'neutral')",P0,P28,disgust,neutral,False,False,-0.0027784931473662
"('P0', 'P28')","('disgust', 'fear')",P0,P28,disgust,fear,False,False,0.1291594968906919
"('P0', 'P28')","('disgust', 'anger')",P0,P28,disgust,anger,False,False,0.0633848523307491
"('P0', 'P28')","('disgust', 'disgust')",P0,P28,disgust,disgust,True,False,0.1419105597316095
"('P0', 'P28')","('disgust', 'sadness')",P0,P28,disgust,sadness,False,False,0.1080862424825579
"('P0', 'P28')","('disgust', 'happiness')",P0,P28,disgust,happiness,False,False,-0.0173742618425764
"('P0', 'P28')","('disgust', 'surprise')",P0,P28,disgust,surprise,False,False,-0.37843297134057
"('P0', 'P28')","('sadness', 'neutral')",P0,P28,sadness,neutral,False,False,-0.0645411249557195
"('P0', 'P28')","('sadness', 'fear')",P0,P28,sadness,fear,False,False,0.1011802048233488
"('P0', 'P28')","('sadness', 'anger')",P0,P28,sadness,anger,False,False,0.1120799509985253
"('P0', 'P28')","('sadness', 'disgust')",P0,P28,sadness,disgust,False,False,0.1314481325978662
"('P0', 'P28')","('sadness', 'sadness')",P0,P28,sadness,sadness,True,False,0.1530100855025873
"('P0', 'P28')","('sadness', 'happiness')",P0,P28,sadness,happiness,False,False,0.0132273235804269
"('P0', 'P28')","('sadness', 'surprise')",P0,P28,sadness,surprise,False,False,-0.3571482659261961
"('P0', 'P28')","('happiness', 'neutral')",P0,P28,happiness,neutral,False,False,0.0811676030984877
"('P0', 'P28')","('happiness', 'fear')",P0,P28,happiness,fear,False,False,0.3870364830904562
"('P0', 'P28')","('happiness', 'anger')",P0,P28,happiness,anger,False,False,0.2319121808091521
"('P0', 'P28')","('happiness', 'disgust')",P0,P28,happiness,disgust,False,False,0.1613628413523904
"('P0', 'P28')","('happiness', 'sadness')",P0,P28,happiness,sadness,False,False,0.2327107014052611
"('P0', 'P28')","('happiness', 'happiness')",P0,P28,happiness,happiness,True,False,0.0815305406661455
"('P0', 'P28')","('happiness', 'surprise')",P0,P28,happiness,surprise,False,False,-0.1974478106913681
"('P0', 'P28')","('surprise', 'neutral')",P0,P28,surprise,neutral,False,False,0.2196309478339077
"('P0', 'P28')","('surprise', 'fear')",P0,P28,surprise,fear,False,False,0.0799119779954958
"('P0', 'P28')","('surprise', 'anger')",P0,P28,surprise,anger,False,False,0.1143309575401778
"('P0', 'P28')","('surprise', 'disgust')",P0,P28,surprise,disgust,False,False,-0.0462517401696571
"('P0', 'P28')","('surprise', 'sadness')",P0,P28,surprise,sadness,False,False,0.096782929926443
"('P0', 'P28')","('surprise', 'happiness')",P0,P28,surprise,happiness,False,False,0.1948162202106865
"('P0', 'P28')","('surprise', 'surprise')",P0,P28,surprise,surprise,True,False,0.0322916796266325
"('P0', 'P29')","('neutral', 'neutral')",P0,P29,neutral,neutral,True,False,0.0510353837181092
"('P0', 'P29')","('neutral', 'fear')",P0,P29,neutral,fear,False,False,0.0726327476916785
"('P0', 'P29')","('neutral', 'anger')",P0,P29,neutral,anger,False,False,0.1124608988625612
"('P0', 'P29')","('neutral', 'disgust')",P0,P29,neutral,disgust,False,False,-0.1007705540443924
"('P0', 'P29')","('neutral', 'sadness')",P0,P29,neutral,sadness,False,False,-0.0771567650631745
"('P0', 'P29')","('neutral', 'happiness')",P0,P29,neutral,happiness,False,False,-0.0680222776729113
"('P0', 'P29')","('neutral', 'surprise')",P0,P29,neutral,surprise,False,False,0.1149189948751361
"('P0', 'P29')","('fear', 'neutral')",P0,P29,fear,neutral,False,False,-0.1334890859118864
"('P0', 'P29')","('fear', 'fear')",P0,P29,fear,fear,True,False,-0.0886679230481976
"('P0', 'P29')","('fear', 'anger')",P0,P29,fear,anger,False,False,0.0503620928629877
"('P0', 'P29')","('fear', 'disgust')",P0,P29,fear,disgust,False,False,0.1067584865198896
"('P0', 'P29')","('fear', 'sadness')",P0,P29,fear,sadness,False,False,0.1160673812189149
"('P0', 'P29')","('fear', 'happiness')",P0,P29,fear,happiness,False,False,0.1360511674790182
"('P0', 'P29')","('fear', 'surprise')",P0,P29,fear,surprise,False,False,0.0520655663603527
"('P0', 'P29')","('anger', 'neutral')",P0,P29,anger,neutral,False,False,-0.1183266147598612
"('P0', 'P29')","('anger', 'fear')",P0,P29,anger,fear,False,False,-0.1098365946078687
"('P0', 'P29')","('anger', 'anger')",P0,P29,anger,anger,True,False,0.0878198894879035
"('P0', 'P29')","('anger', 'disgust')",P0,P29,anger,disgust,False,False,0.1548064799216272
"('P0', 'P29')","('anger', 'sadness')",P0,P29,anger,sadness,False,False,0.1321980475009606
"('P0', 'P29')","('anger', 'happiness')",P0,P29,anger,happiness,False,False,0.1448924412445499
"('P0', 'P29')","('anger', 'surprise')",P0,P29,anger,surprise,False,False,0.0895108242506531
"('P0', 'P29')","('disgust', 'neutral')",P0,P29,disgust,neutral,False,False,0.0272964235672392
"('P0', 'P29')","('disgust', 'fear')",P0,P29,disgust,fear,False,False,0.01464779933008
"('P0', 'P29')","('disgust', 'anger')",P0,P29,disgust,anger,False,False,0.0621089943896534
"('P0', 'P29')","('disgust', 'disgust')",P0,P29,disgust,disgust,True,False,-0.0237625231195838
"('P0', 'P29')","('disgust', 'sadness')",P0,P29,disgust,sadness,False,False,-0.0252692599613078
"('P0', 'P29')","('disgust', 'happiness')",P0,P29,disgust,happiness,False,False,-0.0238225960994403
"('P0', 'P29')","('disgust', 'surprise')",P0,P29,disgust,surprise,False,False,0.0594958442441869
"('P0', 'P29')","('sadness', 'neutral')",P0,P29,sadness,neutral,False,False,0.0275440293529169
"('P0', 'P29')","('sadness', 'fear')",P0,P29,sadness,fear,False,False,0.0202969914188665
"('P0', 'P29')","('sadness', 'anger')",P0,P29,sadness,anger,False,False,0.0969417056063932
"('P0', 'P29')","('sadness', 'disgust')",P0,P29,sadness,disgust,False,False,-0.0045605685114985
"('P0', 'P29')","('sadness', 'sadness')",P0,P29,sadness,sadness,True,False,-0.027031971990988
"('P0', 'P29')","('sadness', 'happiness')",P0,P29,sadness,happiness,False,False,-0.0304181292034605
"('P0', 'P29')","('sadness', 'surprise')",P0,P29,sadness,surprise,False,False,0.0940906938996944
"('P0', 'P29')","('happiness', 'neutral')",P0,P29,happiness,neutral,False,False,-0.0678340439634298
"('P0', 'P29')","('happiness', 'fear')",P0,P29,happiness,fear,False,False,-0.0487563454186153
"('P0', 'P29')","('happiness', 'anger')",P0,P29,happiness,anger,False,False,0.0558591138469146
"('P0', 'P29')","('happiness', 'disgust')",P0,P29,happiness,disgust,False,False,0.0911511704059968
"('P0', 'P29')","('happiness', 'sadness')",P0,P29,happiness,sadness,False,False,0.0565908013773698
"('P0', 'P29')","('happiness', 'happiness')",P0,P29,happiness,happiness,True,False,0.0535856698391759
"('P0', 'P29')","('happiness', 'surprise')",P0,P29,happiness,surprise,False,False,0.0601726469050399
"('P0', 'P29')","('surprise', 'neutral')",P0,P29,surprise,neutral,False,False,-0.1345109850106542
"('P0', 'P29')","('surprise', 'fear')",P0,P29,surprise,fear,False,False,-0.0446013701384514
"('P0', 'P29')","('surprise', 'anger')",P0,P29,surprise,anger,False,False,0.0852577017405963
"('P0', 'P29')","('surprise', 'disgust')",P0,P29,surprise,disgust,False,False,0.047979871719943
"('P0', 'P29')","('surprise', 'sadness')",P0,P29,surprise,sadness,False,False,0.0593317493644612
"('P0', 'P29')","('surprise', 'happiness')",P0,P29,surprise,happiness,False,False,0.081334302026464
"('P0', 'P29')","('surprise', 'surprise')",P0,P29,surprise,surprise,True,False,0.0881265123237308
"('P0', 'P3')","('neutral', 'neutral')",P0,P3,neutral,neutral,True,True,-0.0109937225813673
"('P0', 'P3')","('neutral', 'fear')",P0,P3,neutral,fear,False,True,0.0632736417650738
"('P0', 'P3')","('neutral', 'anger')",P0,P3,neutral,anger,False,True,0.0210186034163888
"('P0', 'P3')","('neutral', 'disgust')",P0,P3,neutral,disgust,False,True,0.0406667093143632
"('P0', 'P3')","('neutral', 'sadness')",P0,P3,neutral,sadness,False,True,0.034460215027043
"('P0', 'P3')","('neutral', 'happiness')",P0,P3,neutral,happiness,False,True,0.1006583625334265
"('P0', 'P3')","('neutral', 'surprise')",P0,P3,neutral,surprise,False,True,0.0132539105653864
"('P0', 'P3')","('fear', 'neutral')",P0,P3,fear,neutral,False,True,0.015639697142542
"('P0', 'P3')","('fear', 'fear')",P0,P3,fear,fear,True,True,0.0114157866076033
"('P0', 'P3')","('fear', 'anger')",P0,P3,fear,anger,False,True,0.075176734447041
"('P0', 'P3')","('fear', 'disgust')",P0,P3,fear,disgust,False,True,-0.0062845376227896
"('P0', 'P3')","('fear', 'sadness')",P0,P3,fear,sadness,False,True,0.0303635457358712
"('P0', 'P3')","('fear', 'happiness')",P0,P3,fear,happiness,False,True,0.1090141306636524
"('P0', 'P3')","('fear', 'surprise')",P0,P3,fear,surprise,False,True,0.0499159662198397
"('P0', 'P3')","('anger', 'neutral')",P0,P3,anger,neutral,False,True,-0.0123224516439211
"('P0', 'P3')","('anger', 'fear')",P0,P3,anger,fear,False,True,0.1956618498355675
"('P0', 'P3')","('anger', 'anger')",P0,P3,anger,anger,True,True,0.1052442052725497
"('P0', 'P3')","('anger', 'disgust')",P0,P3,anger,disgust,False,True,0.1243511719535309
"('P0', 'P3')","('anger', 'sadness')",P0,P3,anger,sadness,False,True,0.1638498107804629
"('P0', 'P3')","('anger', 'happiness')",P0,P3,anger,happiness,False,True,0.1825486536000825
"('P0', 'P3')","('anger', 'surprise')",P0,P3,anger,surprise,False,True,0.1107732090362222
"('P0', 'P3')","('disgust', 'neutral')",P0,P3,disgust,neutral,False,True,0.0042468407394213
"('P0', 'P3')","('disgust', 'fear')",P0,P3,disgust,fear,False,True,-0.0578605895665687
"('P0', 'P3')","('disgust', 'anger')",P0,P3,disgust,anger,False,True,0.0313284971403658
"('P0', 'P3')","('disgust', 'disgust')",P0,P3,disgust,disgust,True,True,-0.0261696292754059
"('P0', 'P3')","('disgust', 'sadness')",P0,P3,disgust,sadness,False,True,-0.0231901665443275
"('P0', 'P3')","('disgust', 'happiness')",P0,P3,disgust,happiness,False,True,0.0753093441248432
"('P0', 'P3')","('disgust', 'surprise')",P0,P3,disgust,surprise,False,True,-0.0120914542216386
"('P0', 'P3')","('sadness', 'neutral')",P0,P3,sadness,neutral,False,True,0.0025041165148146
"('P0', 'P3')","('sadness', 'fear')",P0,P3,sadness,fear,False,True,-0.0517183491676423
"('P0', 'P3')","('sadness', 'anger')",P0,P3,sadness,anger,False,True,0.0382017432907143
"('P0', 'P3')","('sadness', 'disgust')",P0,P3,sadness,disgust,False,True,0.0056847905856403
"('P0', 'P3')","('sadness', 'sadness')",P0,P3,sadness,sadness,True,True,0.0022981101733454
"('P0', 'P3')","('sadness', 'happiness')",P0,P3,sadness,happiness,False,True,0.0718630606669527
"('P0', 'P3')","('sadness', 'surprise')",P0,P3,sadness,surprise,False,True,0.0279635894213602
"('P0', 'P3')","('happiness', 'neutral')",P0,P3,happiness,neutral,False,True,0.0299925397931438
"('P0', 'P3')","('happiness', 'fear')",P0,P3,happiness,fear,False,True,0.0484637927200162
"('P0', 'P3')","('happiness', 'anger')",P0,P3,happiness,anger,False,True,0.0631521072632731
"('P0', 'P3')","('happiness', 'disgust')",P0,P3,happiness,disgust,False,True,0.0519273960458943
"('P0', 'P3')","('happiness', 'sadness')",P0,P3,happiness,sadness,False,True,0.0485584532114452
"('P0', 'P3')","('happiness', 'happiness')",P0,P3,happiness,happiness,True,True,0.1297028959422906
"('P0', 'P3')","('happiness', 'surprise')",P0,P3,happiness,surprise,False,True,0.0750915059322362
"('P0', 'P3')","('surprise', 'neutral')",P0,P3,surprise,neutral,False,True,-0.0105836949345806
"('P0', 'P3')","('surprise', 'fear')",P0,P3,surprise,fear,False,True,0.1374063288339413
"('P0', 'P3')","('surprise', 'anger')",P0,P3,surprise,anger,False,True,0.0970627489758741
"('P0', 'P3')","('surprise', 'disgust')",P0,P3,surprise,disgust,False,True,0.0956723357424379
"('P0', 'P3')","('surprise', 'sadness')",P0,P3,surprise,sadness,False,True,0.1153675661093065
"('P0', 'P3')","('surprise', 'happiness')",P0,P3,surprise,happiness,False,True,0.1466722920431061
"('P0', 'P3')","('surprise', 'surprise')",P0,P3,surprise,surprise,True,True,0.1143743340157125
"('P0', 'P30')","('neutral', 'neutral')",P0,P30,neutral,neutral,True,False,-0.0842303779942312
"('P0', 'P30')","('neutral', 'fear')",P0,P30,neutral,fear,False,False,0.1039483852839061
"('P0', 'P30')","('neutral', 'anger')",P0,P30,neutral,anger,False,False,0.0813299896940897
"('P0', 'P30')","('neutral', 'disgust')",P0,P30,neutral,disgust,False,False,-0.1218566820751095
"('P0', 'P30')","('neutral', 'sadness')",P0,P30,neutral,sadness,False,False,0.0952941147100693
"('P0', 'P30')","('neutral', 'happiness')",P0,P30,neutral,happiness,False,False,-0.0444181992138613
