trial_id,start_timestamp,submit_timestamp
3,1764056229037,1764056247303
5,1764056260085,1764056275247
2,1764056275821,1764056287191
6,1764056287767,1764056305391
1,1764056305977,1764056325471
4,1764056326300,1764056367087
