trial_id,start_timestamp,submit_timestamp
6,1763434133148,1763434215362
3,1763434216169,1763434443635
2,1763434444459,1763434517996
5,1763434518734,1763434577128
1,1763434578129,1763434607548
4,1763434628868,1763434660356
