1764045894801,121,65
1764045894821,121,66
1764045894834,121,66
1764045894851,122,67
1764045894867,122,67
1764045894883,123,68
1764045894899,124,68
1764045894917,125,68
1764045894933,126,68
1764045894951,127,68
1764045894968,128,67
1764045894986,129,66
1764045895004,130,65
1764045895018,131,64
1764045895033,131,63
1764045895050,131,62
1764045895066,131,61
1764045895083,131,60
1764045895100,129,59
1764045895116,127,59
1764045895133,125,59
1764045895151,122,59
1764045895168,120,59
1764045895188,118,59
1764045895204,116,60
1764045895219,115,61
1764045895234,114,61
1764045895250,113,62
1764045895267,113,62
1764045895284,112,63
1764045895300,112,64
1764045895317,112,65
1764045895333,112,66
1764045895350,112,66
1764045895366,112,67
1764045895384,112,67
1764045895401,113,68
1764045895420,114,68
1764045895435,115,68
1764045895451,118,67
1764045895466,120,66
1764045895483,123,65
1764045895501,124,63
1764045895518,125,62
1764045895536,126,62
1764045895551,126,61
1764045895569,126,61
1764045895585,126,60
1764045895601,125,60
1764045895618,123,59
1764045895635,120,59
1764045895651,116,59
1764045895669,113,59
1764045895686,110,60
1764045895700,108,60
1764045895716,107,61
1764045895733,106,62
1764045895750,106,63
1764045895766,106,64
1764045895783,106,65
1764045895799,106,66
1764045895817,108,67
1764045895834,110,68
1764045895851,113,69
1764045895869,115,69
1764045895885,118,69
1764045895901,120,69
1764045895916,122,69
1764045895933,123,68
1764045895950,123,66
1764045895967,123,66
1764045895984,123,65
1764045896003,123,64
1764045896017,122,64
1764045896036,122,64
1764045896054,121,63
1764045896070,119,63
1764045896087,118,63
1764045896102,117,63
1764045896118,116,63
1764045896135,115,63
1764045896150,115,63
1764045896167,114,64
1764045896183,114,64
1764045896200,113,65
1764045896218,113,65
1764045896233,113,66
1764045896252,113,67
1764045896270,113,67
1764045901502,91,96
1764045901633,70,105
1764045901650,69,106
1764045901667,68,106
1764045901687,67,107
1764045901703,67,107
1764045901717,65,108
1764045901735,64,108
1764045901751,63,109
1764045901767,62,109
1764045901785,61,110
1764045901800,60,110
1764045901816,60,111
1764045901852,60,111
1764045901920,60,111
1764045901933,60,111
1764045901950,62,111
1764045901966,64,111
1764045901983,66,110
1764045902000,68,109
1764045902016,70,108
1764045902033,72,107
1764045902050,74,105
1764045902067,76,103
1764045902518,77,102
1764045902534,75,104
1764045902550,74,105
1764045902570,73,105
1764045902584,72,106
1764045902700,72,106
1764045902719,73,106
1764045902736,74,106
1764045902752,77,106
