trial_id,start_timestamp,submit_timestamp
4,1763428926439,1763428971125
5,1763428971627,1763429005135
1,1763429035064,1763429069675
3,1763429070253,1763429086679
6,1763429087291,1763429107758
2,1763429108288,1763429134642
2,1763429108288,1763429135193
