1764033224349,93,51.400001525878906
1764033224361,92,51.400001525878906
1764033224659,93,51.400001525878906
1764033224675,98,51.400001525878906
1764033224692,103,51.400001525878906
1764033224709,117,51.400001525878906
1764033224725,125,51.400001525878906
1764033224742,128,51.400001525878906
1764033224758,130,51.400001525878906
1764033224775,132,51.400001525878906
1764033224791,133,51.400001525878906
1764033224808,135,51.400001525878906
1764033224825,136,51.400001525878906
1764033224845,138,51.400001525878906
1764033224858,139,51.400001525878906
1764033224875,142,50.400001525878906
1764033225245,145,48.400001525878906
1764033225260,144,48.400001525878906
1764033225276,142,48.400001525878906
1764033225292,138,48.400001525878906
1764033225308,132,48.400001525878906
1764033225325,123,48.400001525878906
1764033225342,120,48.400001525878906
1764033225358,115,47.400001525878906
1764033225375,111,47.400001525878906
1764033225392,104,45.400001525878906
1764033225408,96,44.400001525878906
1764033225425,92,44.400001525878906
1764033225441,92,43.400001525878906
1764033225462,91,43.400001525878906
1764033225759,91,43.400001525878906
1764033225775,95,43.400001525878906
1764033225792,96,43.400001525878906
1764033225808,100,43.400001525878906
1764033225825,104,43.400001525878906
1764033225842,108,43.400001525878906
1764033225858,111,43.400001525878906
1764033225875,116,43.400001525878906
1764033225891,120,43.400001525878906
1764033225908,125,43.400001525878906
1764033225925,130,43.400001525878906
1764033225942,136,43.400001525878906
1764033225958,140,43.400001525878906
1764033226292,144,50.400001525878906
1764033226308,140,51.400001525878906
1764033226325,136,52.400001525878906
1764033226342,132,52.400001525878906
1764033226359,127,52.400001525878906
1764033226375,125,52.400001525878906
1764033226392,119,52.400001525878906
1764033226408,114,52.400001525878906
1764033226425,109,52.400001525878906
1764033226442,105,52.400001525878906
1764033226458,104,52.400001525878906
1764033226475,101,52.400001525878906
1764033226491,96,52.400001525878906
1764033226508,92,53.400001525878906
1764033226525,90,54.400001525878906
1764033238613,784,131.4000015258789
1764033238626,786,131.4000015258789
1764033238642,791,131.4000015258789
1764033238658,795,131.4000015258789
1764033238675,798,131.4000015258789
1764033238692,804,131.4000015258789
1764033238708,808,132.4000015258789
1764033238725,813,133.4000015258789
1764033238742,818,134.4000015258789
1764033238758,821,134.4000015258789
1764033238775,823,135.4000015258789
1764033238933,822,135.4000015258789
1764033238942,820,136.4000015258789
1764033238958,817,136.4000015258789
1764033238975,813,136.4000015258789
1764033238992,809,136.4000015258789
1764033239008,805,136.4000015258789
1764033239025,801,136.4000015258789
1764033239042,796,136.4000015258789
1764033239058,792,136.4000015258789
1764033239075,787,136.4000015258789
1764033239092,784,136.4000015258789
1764033239108,783,136.4000015258789
1764033239141,782,137.4000015258789
1764033239192,781,137.4000015258789
1764033239208,780,137.4000015258789
1764033239318,780,138.4000015258789
1764033239325,782,139.4000015258789
1764033239342,785,140.4000015258789
1764033239358,791,142.4000015258789
1764033239375,795,142.4000015258789
1764033239392,800,143.4000015258789
1764033239408,805,144.4000015258789
1764033239425,808,144.4000015258789
1764033239442,814,146.4000015258789
1764033239458,819,147.4000015258789
1764033239475,822,148.4000015258789
1764033239492,825,148.4000015258789
1764033239508,826,148.4000015258789
1764033239646,824,148.4000015258789
1764033239658,824,148.4000015258789
1764033239675,821,150.4000015258789
1764033239692,816,151.4000015258789
1764033239708,811,152.4000015258789
1764033239725,807,152.4000015258789
1764033239741,804,152.4000015258789
1764033239758,800,152.4000015258789
1764033239775,797,152.4000015258789
1764033239792,796,152.4000015258789
1764033239808,795,153.4000015258789
1764033239825,795,154.4000015258789
1764033239842,794,154.4000015258789
1764033239858,793,154.4000015258789
1764033240041,794,155.4000015258789
1764033240058,796,157.4000015258789
1764033240075,796,159.4000015258789
1764033240091,800,160.4000015258789
1764033240108,802,162.4000015258789
1764033240125,803,163.4000015258789
1764033240142,804,164.4000015258789
1764033240158,805,164.4000015258789
-1,-1,-1
-1,-1,-1
-1,-1,-1
