trial_id,start_timestamp,submit_timestamp
1,1763427624389,1763427652421
3,1763427652825,1763427669336
5,1763427697428,1763427719811
4,1763427720222,1763427759959
6,1763427760462,1763427789212
2,1763427789713,1763427809842
