trial_id,start_timestamp,submit_timestamp
5,1763892254237,1763892276290
1,1763892276537,1763892307684
3,1763892308009,1763892325058
4,1763892325324,1763892349593
2,1763892349836,1763892369345
6,1763892369647,1763892390940
