trial_id,start_timestamp,submit_timestamp
1,1763899691375,1763899725265
4,1763899725431,1763899738809
5,1763899738959,1763899750579
3,1763899750761,1763899759149
2,1763899759270,1763899768749
6,1763899782429,1763899789645
