trial_id,start_timestamp,submit_timestamp
6,1764030585469,1764030624858
3,1764030637095,1764030648924
1,1764030649639,1764030667713
2,1764030668451,1764030676774
2,1764030668451,1764030677266
4,1764030677520,1764030689103
5,1764030689936,1764030700160
